OrphaCode,Name,DisorderType,ClassificationLevel,Definition
3021,RAPADILINO syndrome,Malformation syndrome,Disorder,"A rare syndrome for which the acronym indicates the principal signs: RA for radial ray defect, PA for both patellae hypoplasia or aplasia and cleft or highly arched palate, DI for diarrhea and dislocated joints, LI for little size and limb malformations, NO for long, slender nose and normal intelligence."
3022,Rapp-Hodgkin syndrome,Disease,Disorder,"A rare syndrome for which the acronym indicates the principal signs: RA for radial ray defect, PA for both patellae hypoplasia or aplasia and cleft or highly arched palate, DI for diarrhea and dislocated joints, LI for little size and limb malformations, NO for long, slender nose and normal intelligence."
263479,Fuchs heterochromic iridocyclitis,Disease,Disorder,"Fuchs heterochromic iridocyclitis (FHI) is an ocular disease of unknown etiology occurring in a very small percentage (0.5-6.2%) of uvietis cases, characterized by diffuse iris heterochromia or atrophy, keratic precipitates in the absence of synechiae, and in some cases evolving to glaucoma and vitreous opacities."
263494,DPM3-CDG,Disease,Disorder,"DPM3-CDG is an extremely rare form of CDG syndrome (see this term) characterized clinically in the single reported case by muscle weakness, waddling gait and dilated cardiomyopathy (see this term)."
3023,External auditory canal atresia-vertical talus-hypertelorism syndrome,Malformation syndrome,Disorder,"A rare, genetic, multiple congenital anomalies/dysmorphic syndrome characterized by the triad: congenital, bilateral, symmetrical, subtotal, external auditory canal atresia, bilateral vertical talus and increased interocular distance."
263487,COG5-CDG,Disease,Disorder,"COG5-CDG is an extremely rare form of CDG syndrome (see this term) characterized clinically in the single reported case to date by moderate mental retardation with slow and inarticulate speech, truncal ataxia, and mild hypotonia."
263458,Hyperinsulinism due to INSR deficiency,Disease,Disorder,"Hyperinsulinemic hypoglycemia due to INSR deficiency is a very rare autosomal dominant form of familial hyperinsulinism characterized clinically in the single reported family by postprandial hypoglycemia, fasting hyperinsulinemia, and an elevated serum insulin-to-C peptide ratio, and a variable age of onset."
263455,Hyperinsulinism due to HNF4A deficiency,Disease,Disorder,"Hyperinsulinism due to HNF4A deficiency is a form of diazoxide-sensitive diffuse hyperinsulinism (DHI), characterized by macrosomia, transient or persistent hyperinsulinemic hypoglycemia (HH), responsiveness to diazoxide and a propensity to develop maturity-onset diabetes of the young subtype 1 (MODY-1; see this term)."
1832,Lethal osteosclerotic bone dysplasia,Malformation syndrome,Disorder,"A rare disorder defined by generalized osteosclerosis with periosteal bone formation, characteristic facial dysmorphism, brain abnormalities including intracerebral calcifications, and neonatal lethal course."
3018,Retinal ischemic syndrome-digestive tract small vessel hyalinosis-diffuse cerebral calcifications syndrome,Malformation syndrome,Disorder,"A rare systemic disease characterized by progressive hyalinosis involving capillaries, arterioles and small veins of the digestive tract, kidneys, and retina, associated with idiopathic cerebral calcifications, manifesting with severe diarrhea (with rectal bleeding and malabsorption), nephropathy (with renal failure and systemic hypertension), chorioretinal scarring, and subarachnoid hemorrhage. Poikiloderma and premature greying of the hair may be additionally observed."
3019,Ramon syndrome,Malformation syndrome,Disorder,"A rare, genetic, primary bone dysplasia syndrome characterized by bilateral, painless swelling of the face extending from the mandible to the inferior orbital margins (cherubism), epilepsy, gingival fibromatosis (possibly obscuring teeth), and intellectual disability. Other associated variable features include hypertrichosis, stunted growth, juvenile rheumatoid arthritis, and development of ocular abnormalities (e.g. pigmentary retinopathy, optic disc pallor, Axenfeld anomaly). Radiological images typically show bilateral multifocal radiolucency involving the body, angle and ramus of the mandible and coronoid process."
263463,CHST3-related skeletal dysplasia,Disease,Disorder,"CHST3-related skeletal dysplasia is a very rare bone disorder characterized clinically by short stature of prenatal onset; dislocation of the knees, hips or elbows; club feet; limitation of range of motion of large joints; progressive kyphosis; and occasional scoliosis. In a few patients, minor heart valve dysplasia has also been described. Intellect, vision and hearing are normal."
263432,Nevus of Ito,Disease,Disorder,"Nevus of Ito is a benign dermal melanocytosis occurring most frequently in the Asian populations and characterized by unilateral, asymptomatic, blue, gray or brown skin pigmentation within the acromioclavicular and upper chest area (involving the side of the neck, the supraclavicular and scapular areas, and the shoulder region). It is usually diagnosed in early infancy and in early adolescence. Nevus of Ito may progressively enlarge and darken in color (particularly with puberty) and its appearance usually remains stable once adulthood is reached. Spontaneous regression does not occur. Malignant melanoma has rarely been reported within a nevus of Ito. It shares the clinical features of nevus of Ota, except its anatomic location and in rare occasions, mayoccur together with the latter."
263425,Nevus of Ota,Disease,Disorder,"Nevus of Ota is an oculodermal melanocytosis more commonly found in Asian and African populations, usually present at birth and characterized by a usually unilateral, bluish gray, patchy, speckled pigmentation (that may progressively enlarge and darken) affecting the skin of the face along the distribution of the ophthalmic and maxillary divisions of the trigeminal nerve (periorbital region, temple, forehead, malar area, nose). In 2/3 cases the ipsilateral sclera is affected. Nevus of Ota usually remains stable once adulthood is reached but an increased risk of glaucoma and uveal melanoma may be observed. Extracutaneous lesions may also occur in cornea, retina, tympanum, nasal mucosa, pharynx, palate. Nevus of Ota occurs as solitary conditions but seldom may occur together with the nevus of Ito or nevus spilus."
3015,Radio-renal syndrome,Malformation syndrome,Disorder,"Radio-renal syndrome is a rare developmental defect during embryogenesis characterized by variable upper limb reduction defects and renal anomalies. Patients typically present absence/hypoplasia of digits, radii and/or ulnae, short stature and mild external ear malformation, as well as kidney agenesis or ectopia. There have been no further descriptions in the literature since 1983."
263440,Neuroacanthocytosis,Clinical group,Group of disorders,Neuroacanthocytosis (NA) syndromes are a group of genetic diseases characterized by the association of red blood cell acanthocytosis (deformed erythrocytes with spike-like protrusions) and progressive degeneration of the basal ganglia.
263435,Congenital smooth muscle hamartoma,Disease,Disorder,"Congenital smooth muscle hamartoma (CSMH) is a rare cutaneous hamartomatous lesion most often located on the lumbosacral area or proximal limbs (but rarely on atypical areas such as scalp, eyelid or foot) and characterized by a disorganized proliferation of smooth muscle fibres of arrector pili presenting usually as a localized skin-colored or hyperpigmented plaque (up to 10 cm in diameter) with prominent vellus hairs (most common classic form) or less commonly by multiple skin-colored papules that can coalesce to form irregularly shaped plaques. With time, hyperpigmentation and vellus hairs usually diminish and neither malignant transformation nor associated systemic involvement has been reported."
3016,Absent radius-anogenital anomalies syndrome,Malformation syndrome,Disorder,"A rare, genetic limb reduction defects syndrome characterized by bilateral radial aplasia/hypoplasia manifesting with absent/short forearms in association with anogenital abnormalities (e.g. hypospadias or imperforate anus). Additional features reported include hydrocephalus and absent preaxial digits. There have been no further descriptions in the literature since 1993."
263410,Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome,Disease,Disorder,"Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome is a rare, genetic disorder of thiamine metabolism and transport characterized by infantile spasms progressing to symptomatic generalized or partial seizures, severe global developmental delay, progressive brain atrophy, and bilateral thalamic and basal ganglia lesions."
